0	91	4	22	55	14	86	83	15	3	20	62	75	54	67	46	68	2	60	14	4	38	7	56	97	79	31	32	32	18	5	92	56	34	52	91	34	81	88	85	34	74	40	98	43	14	54	47	75	95	77	22	75	22	46	80	98	73	20	2	42	7	42	26	59	5	72	72	55	81	57	13	42	76	23	55	71	9	74	19	26	29	51	96	98	4	38	17	55	6	51	35	36	21	5	5	58	55	25	49	9	40	29	60	29	16	98	41	57	47	49	70	76	37	46	56	72	97	95	27	92	25	91	51	91	29	42	61	7	5	66	29	53	73	60	29	58	12	61	95	58	33	13	13	57	39	97	26	3	2	65	96	94	27	84	97	71	45	9	79	98	63	80	14	95	60	86	80	29	13	19	7	98	41	80	27	94	94	72	30	29	60	44	38	72	32	36	63	40	83	2	51	97	69	6	22	54	1	7	58
NA	0	99	79	4	76	73	1	67	9	33	87	32	60	7	37	64	41	2	56	93	87	41	98	17	31	90	78	53	51	3	84	51	90	58	9	29	37	18	28	71	58	96	17	41	28	69	11	9	4	76	82	23	11	48	86	14	18	20	55	8	95	71	86	99	97	97	4	30	23	94	2	91	14	27	69	90	50	34	13	20	39	27	42	11	97	31	95	1	1	72	35	41	27	79	77	25	14	89	75	18	87	1	63	66	38	92	83	28	61	31	36	87	95	42	82	100	18	91	5	70	58	49	72	92	31	10	75	30	61	76	68	38	63	79	48	46	13	25	79	38	27	44	46	3	63	38	28	19	58	23	77	65	64	11	51	74	11	35	87	66	39	49	48	9	4	92	79	29	19	29	92	25	2	61	4	88	92	53	20	100	17	33	98	59	88	42	63	78	7	81	45	54	23	32	6	72	38	83	66
NA	NA	0	45	17	93	39	4	71	42	99	55	93	41	72	13	95	91	23	26	65	79	74	21	7	69	61	56	86	85	60	30	1	81	48	93	11	68	7	100	19	42	30	38	94	17	50	73	20	30	58	11	52	29	9	31	38	71	44	37	43	93	31	56	52	10	97	21	52	46	89	40	28	55	69	38	96	62	78	94	16	46	11	90	52	32	79	31	30	50	88	78	63	11	82	21	57	14	17	28	40	67	53	73	75	15	48	68	22	59	26	49	54	78	8	100	33	84	81	61	41	72	55	65	80	24	59	90	15	28	1	44	23	52	30	14	84	62	47	2	17	84	56	69	92	100	90	27	20	46	43	99	13	47	36	60	73	90	47	62	17	57	87	28	66	35	17	20	47	70	99	98	48	61	56	22	8	38	6	32	48	97	72	58	32	32	79	73	95	63	53	14	5	29	25	60	85	75	46	6
NA	NA	NA	0	75	93	38	54	87	2	99	70	20	41	71	60	34	41	17	96	67	83	56	22	28	95	71	73	21	20	78	40	7	37	73	69	98	60	78	8	27	32	17	82	90	56	57	85	33	15	78	9	42	3	71	57	44	100	90	20	2	74	98	88	84	91	81	21	31	47	78	50	91	2	2	69	23	69	28	9	53	82	79	8	97	49	69	100	50	84	85	11	12	98	37	84	84	12	14	73	21	6	42	90	52	21	33	100	51	22	8	30	47	30	91	58	48	21	92	61	46	98	57	61	15	85	71	32	41	80	14	69	49	56	42	43	41	80	91	74	2	96	1	70	15	71	14	86	95	31	82	70	89	82	42	35	63	27	73	56	24	67	87	86	84	35	43	48	10	15	68	60	20	63	28	27	55	70	18	9	70	83	74	90	62	29	7	16	32	52	33	56	31	50	77	40	88	73	39	91
NA	NA	NA	NA	0	32	82	75	81	1	58	39	75	85	90	21	71	84	96	92	33	10	26	17	40	50	95	93	68	77	16	22	18	50	14	52	71	10	29	69	79	97	67	76	44	45	83	99	99	15	91	44	18	84	33	84	76	88	58	24	68	31	50	60	13	98	20	33	44	85	69	53	78	31	40	18	100	26	9	90	49	85	48	47	79	96	23	99	48	48	27	6	36	40	98	23	68	48	65	18	9	72	25	44	19	17	14	14	10	32	73	95	78	4	63	19	3	83	26	31	7	92	58	23	65	84	34	85	12	32	59	19	68	71	34	30	86	65	65	62	93	20	98	49	17	30	40	6	46	36	68	64	10	90	13	40	33	4	42	80	68	13	71	76	76	11	30	31	22	68	68	87	63	61	53	34	56	44	2	51	48	79	81	69	88	56	38	51	53	71	92	48	89	25	92	26	9	91	23	62
NA	NA	NA	NA	NA	0	79	39	88	82	15	51	64	67	24	58	42	30	97	25	87	27	70	31	75	70	9	6	54	86	94	47	65	19	95	72	21	40	2	76	29	18	89	27	97	20	67	80	76	99	36	18	68	66	100	95	6	76	62	88	35	74	100	66	73	57	90	69	34	88	51	20	63	75	37	72	52	64	77	58	92	27	15	16	67	9	100	84	71	9	74	46	15	72	18	15	9	31	26	35	80	55	57	51	14	25	22	7	39	60	85	32	65	44	89	6	5	37	49	50	76	81	34	55	55	23	57	47	85	17	51	100	22	57	69	29	21	92	10	99	32	56	36	78	44	8	58	45	80	58	37	5	27	12	31	11	94	96	13	88	16	43	41	7	4	1	82	53	73	20	36	57	78	95	9	87	21	94	14	15	14	95	80	5	49	55	27	67	36	19	45	23	12	94	20	33	19	29	5	85
NA	NA	NA	NA	NA	NA	0	98	58	40	48	41	74	37	5	76	10	66	68	47	33	87	9	82	88	40	26	14	7	69	20	99	92	24	29	74	74	9	100	40	61	6	8	14	52	7	2	33	24	80	2	21	23	70	71	10	41	68	20	38	37	42	79	62	39	85	88	53	75	19	13	91	57	22	18	52	90	8	96	19	24	93	44	14	11	48	85	80	37	29	42	90	60	24	59	61	94	71	76	49	22	42	17	90	74	60	5	27	4	27	69	63	91	1	27	65	6	61	92	85	36	33	100	34	9	58	10	47	37	83	52	57	63	67	97	14	92	100	97	15	66	77	26	1	95	4	57	11	91	75	25	49	31	78	24	28	52	4	55	37	76	63	37	53	8	73	75	55	39	46	71	33	35	21	47	89	18	91	54	26	68	39	10	68	28	79	73	62	85	80	29	32	63	44	86	9	27	53	16	37
NA	NA	NA	NA	NA	NA	NA	0	88	75	19	76	52	48	48	42	35	20	85	56	26	87	68	14	21	7	60	83	15	39	38	45	79	42	100	2	64	47	48	51	25	37	8	97	88	26	9	62	30	8	38	25	81	91	79	42	16	40	47	48	3	88	8	51	67	18	46	62	25	22	87	54	76	81	94	86	4	50	73	19	27	39	74	19	4	62	63	97	7	89	10	80	20	68	4	48	74	18	56	16	84	42	41	82	4	27	1	53	56	52	82	77	99	42	8	52	88	5	12	91	65	97	51	27	35	30	6	26	62	23	3	65	37	76	62	99	69	31	94	89	15	25	99	90	76	7	92	11	48	55	25	19	63	50	13	97	56	79	26	47	22	54	50	59	98	72	21	37	64	22	1	99	39	57	83	60	68	40	75	17	21	45	28	3	15	47	13	87	90	54	4	51	39	73	2	9	97	45	44	43
NA	NA	NA	NA	NA	NA	NA	NA	0	79	58	56	57	1	3	12	93	98	71	88	32	31	31	75	65	22	72	45	23	98	93	52	60	27	58	14	91	34	31	13	58	44	92	86	37	24	4	84	6	22	54	88	86	61	96	64	38	53	81	57	24	20	12	98	44	72	31	98	86	19	92	21	38	61	93	92	59	66	83	40	82	20	15	10	74	100	44	85	6	43	66	11	55	67	80	49	28	21	94	55	73	30	81	13	79	28	51	16	5	19	52	56	36	84	100	31	5	32	44	47	69	92	95	18	10	96	17	55	60	1	17	88	48	99	37	51	80	4	28	18	73	57	57	92	55	67	95	89	46	13	60	26	46	12	36	71	28	79	22	30	44	30	42	42	95	15	61	100	58	54	34	45	30	94	52	84	24	7	34	79	25	22	3	38	66	79	45	12	61	8	23	84	99	36	44	40	43	18	44	64
NA	NA	NA	NA	NA	NA	NA	NA	NA	0	33	56	11	85	65	99	81	80	19	78	4	34	50	79	57	43	73	34	94	5	45	62	37	7	15	1	42	82	15	44	3	87	45	24	41	30	32	3	49	20	76	95	84	41	94	14	27	25	75	95	71	21	41	49	60	68	66	95	34	29	59	68	85	33	26	36	50	42	93	87	27	67	86	14	64	93	36	41	13	88	23	64	44	68	80	99	35	11	65	32	71	36	48	51	28	1	43	94	1	22	15	95	64	23	70	79	47	32	52	77	54	91	70	84	81	91	11	94	75	64	95	78	100	44	77	32	32	93	77	37	25	36	51	86	67	90	20	59	81	21	6	29	47	56	8	11	62	85	80	58	67	59	85	76	71	56	42	73	10	51	88	69	88	99	36	9	65	94	72	52	45	93	55	30	91	85	97	30	3	90	89	16	59	52	76	58	27	64	83	39
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	54	97	88	59	61	48	2	7	10	73	53	96	17	15	38	8	63	44	9	63	68	79	98	64	89	3	58	1	40	85	37	61	75	1	48	49	55	38	77	66	25	36	1	78	56	44	43	98	90	11	71	59	46	83	41	30	11	63	71	3	70	30	59	9	41	100	46	89	24	73	46	24	2	11	14	86	58	11	59	77	81	71	24	3	27	27	64	13	45	26	21	58	97	24	13	40	81	94	24	61	27	18	36	81	22	70	13	52	35	60	85	52	55	76	80	2	20	70	58	90	72	62	50	48	69	86	19	33	59	88	71	59	64	29	75	70	49	77	5	13	7	92	1	77	9	66	39	8	90	81	99	45	19	1	23	79	90	93	30	41	86	63	18	35	15	68	24	35	70	8	44	27	74	22	32	2	42	5	61	9	75	70	68	5	35	81	40	2	80
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	43	13	60	67	50	59	3	91	61	73	52	86	79	24	92	44	55	60	19	31	97	49	2	80	40	8	7	27	31	29	14	87	31	49	86	1	80	24	36	26	52	28	68	36	5	66	3	53	58	71	42	44	66	80	89	98	1	3	18	48	43	37	37	3	94	100	38	37	25	2	35	39	72	41	96	69	80	58	48	33	51	61	68	16	35	6	16	51	1	62	44	42	25	69	45	8	87	44	100	94	32	53	46	58	69	42	12	4	58	19	79	68	63	72	32	59	54	34	58	25	36	71	86	92	73	29	68	90	35	72	66	97	43	4	83	15	64	21	47	82	36	67	36	6	77	38	96	82	25	62	22	2	3	36	79	27	3	93	68	49	36	49	62	17	100	8	13	38	44	97	62	22	23	24	68	59	22	6	73	9	42	56	43	12	45	57	37	18
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	82	28	72	49	21	2	85	79	100	29	1	92	82	47	48	49	49	79	45	52	85	41	43	31	11	49	26	58	47	44	37	65	16	92	17	31	51	3	94	70	68	39	89	31	37	18	2	83	95	95	25	63	10	9	49	29	97	37	60	75	96	63	38	93	12	71	45	29	17	44	90	31	86	38	62	28	29	50	52	7	73	30	7	69	50	36	36	78	88	87	62	61	25	13	2	38	13	10	69	96	40	58	45	26	63	33	69	59	99	31	82	93	51	86	35	19	80	97	79	11	100	57	95	87	5	39	58	15	92	80	86	49	11	8	90	2	71	10	53	48	94	22	79	50	80	36	9	27	13	81	35	67	97	45	67	28	64	92	9	69	89	67	7	46	90	54	2	47	97	47	58	39	31	46	15	85	54	68	14	90	88	87	48	63	87	40	54
